%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt
B	514	0x0400000000004001	1737489651.611182242	1737489651.614605881	0.003423639	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	60154	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	524	68	182	342	262	56.56854	0	0.003423639	0.00171182	0.001210439	584.1737	153053.5	0	0.7702703	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05732685	0.001210431	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	259	259	259	1	665	77428
A	515	0x0400000000004000	1737489651.657290783	1737489651.657859666	0.000568883	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	48754	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	98	142	49	49	49	0	0	0.000568883	0.0002844415	0.0002011305	3515.661	172267.4	0	-0.1833333	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000534592	0.000452224	0.000534592	0.000493408	2.91215e-05	0.000568896	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	258	258	2.774194	1	16183	1915274
B	515	0x0400000000004001	1737489651.657825318	1737489651.658311865	0.000486547	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	48754	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	142	98	65	77	71	4.24264	0	0.000486547	0.0002432735	0.0001720203	4110.6	291852.6	0	0.1833333	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	3.4304e-05	3.4304e-05	3.4304e-05	3.4304e-05	0	0.000527712	2.91215e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	257	257	257	1	665	77428
A	516	0x0400000000004000	1737489651.842310152	1737489651.842318006	0.000007854	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	49532	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	78	122	39	39	39	0	0	7.854e-06	3.927e-06	2.776808e-06	254647.3	9931246	0	-0.22	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000476544	0.000571392	0.000523968	3.353383e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	256	256	2.752688	1	16183	1915274
B	516	0x0400000000004001	1737489651.842794587	1737489651.842889433	0.000094846	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	49532	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	122	78	55	67	61	4.24264	0	9.4846e-05	4.7423e-05	3.353312e-05	21086.81	1286296	0	0.22	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000523968	3.353383e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	255	255	255	1	665	77428
A	517	0x0400000000004000	1737489651.865693643	1737489651.865702508	0.000008865	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	54720	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	76	524	38	38	38	0	0	8.865e-06	4.4325e-06	3.134251e-06	225606.3	8573040	0	-0.7466667	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.09977062	0.1162947	0.1080327	0.005842148	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	254	254	2.731183	1	16183	1915274
B	517	0x0400000000004001	1737489651.965473131	1737489651.981997225	0.016524094	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	54720	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	524	76	214	310	262	33.94112	0	0.01652409	0.008262047	0.005842149	121.0354	31711.27	0	0.7466667	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.1080327	0.005842148	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	253	253	253	1	665	77428
A	518	0x0400000000004000	1737489651.997257369	1737489651.997265473	0.000008104	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	51589	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	164	294	82	82	82	0	0	8.104e-06	4.052e-06	2.865197e-06	246791.7	2.023692e+07	0	-0.2838428	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.1100622	0.1109972	0.1105297	0.0003305894	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	252	252	2.709677	1	16183	1915274
B	518	0x0400000000004001	1737489652.107327684	1737489652.108262694	0.000935010	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	51589	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	294	164	141	153	147	4.24264	0	0.00093501	0.000467505	0.0003305759	2139.015	314435.2	0	0.2838428	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.1105297	0.0003305894	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	251	251	251	1	665	77428
A	519	0x0400000000004000	1737489652.094207383	1737489652.094218709	0.000011326	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	37014	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	66	110	33	33	33	0	0	1.1326e-05	5.663e-06	4.004346e-06	176584.8	5827300	0	-0.25	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000766552	0.000766848	0.0007667	1.046263e-07	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	250	250	2.688172	1	16183	1915274
B	519	0x0400000000004001	1737489652.094985266	1737489652.094985557	0.000000291	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	37014	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	110	66	49	61	55	4.24264	0	2.91e-07	1.455e-07	1.02884e-07	6872852	3.780069e+08	0	0.25	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.0007667	1.046263e-07	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	249	249	249	1	665	77428
A	523	0x0400000000004000	1737489652.262896848	1737489652.262907719	0.000010871	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	37225	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	82	348	41	41	41	0	0	1.0871e-05	5.4355e-06	3.843479e-06	183975.7	7543004	0	-0.6186047	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000591968	0.00069704	0.000644504	3.714858e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	248	248	2.666667	1	16183	1915274
B	523	0x0400000000004001	1737489652.263499683	1737489652.263604745	0.000105062	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	37225	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	348	82	150	198	174	16.97056	0	0.000105062	5.2531e-05	3.714503e-05	19036.38	3312330	0	0.6186047	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000644504	3.714858e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	247	247	247	1	665	77428
A	524	0x0400000000004000	1737489652.266584908	1737489652.266592874	0.000007966	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	51574	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	58	278	29	29	29	0	0	7.966e-06	3.983e-06	2.816407e-06	251067	7280944	0	-0.6547619	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000611664	0.000693792	0.000652728	2.903663e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	246	246	2.645161	1	16183	1915274
B	524	0x0400000000004001	1737489652.267204546	1737489652.267286674	0.000082128	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	51574	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	278	58	116	162	139	16.26346	0	8.2128e-05	4.1064e-05	2.903663e-05	24352.23	3384960	0	0.6547619	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000652728	2.903663e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	245	245	245	1	665	77428
A	525	0x0400000000004000	1737489652.371459984	1737489652.371466345	0.000006361	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	46733	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	70	114	35	35	35	0	0	6.361e-06	3.1805e-06	2.248953e-06	314416	1.100456e+07	0	-0.2391304	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000546688	0.000622496	0.000584592	2.680218e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	244	244	2.623656	1	16183	1915274
B	525	0x0400000000004001	1737489652.372013035	1737489652.372088834	0.000075799	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	46733	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	114	70	51	63	57	4.24264	0	7.5799e-05	3.78995e-05	2.679899e-05	26385.57	1503978	0	0.2391304	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000584592	2.680218e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	243	243	243	1	665	77428
A	526	0x0400000000004000	1737489653.510782566	1737489653.510795867	0.000013301	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	60061	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	70	348	35	35	35	0	0	1.3301e-05	6.6505e-06	4.702614e-06	150364.6	5262762	0	-0.6650718	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.05492144	0.05504675	0.0549841	4.430424e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	242	242	2.60215	1	16183	1915274
B	526	0x0400000000004001	1737489653.565717311	1737489653.565842645	0.000125334	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	60061	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	348	70	150	198	174	16.97056	0	0.000125334	6.2667e-05	4.431226e-05	15957.36	2776581	0	0.6650718	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.0549841	4.430424e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	241	241	241	1	665	77428
A	527	0x0800000000008000	1737489653.743704607	1737489653.743704607	0.000000000	1	3	eth:ipv6:udp	d0:94:66:ca:f2:68	33:33:00:00:00:fb	0x86dd		fe80::d294:66ff:feca:f268	02	"Link-local"	5353	ff02::fb	10	"mDNSv6"	5353	17	0x00	1	d0:94:66:ca:f2:68_33:33:00:00:00:fb_1	DellInc,US_IPv6Multi	5353	mdns	1	0	39	0	39	39	39	0	0	0	0	0	0	0	1	1	0x0001	65535	0	255	255	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	6	1	1	1	1	2	39
A	528	0x0400000000004000	1737489653.743786762	1737489653.743786762	0.000000000	1	3	eth:ipv4:udp	d0:94:66:ca:f2:68	01:00:5e:00:00:fb	0x0800		10.49.10.62	04	"Private network"	5353	224.0.0.251	10	"mDNS"	5353	17	0x00	1	d0:94:66:ca:f2:68_01:00:5e:00:00:fb_1	DellInc,US_IPv4Multi	5353	mdns	1	0	39	0	39	39	39	0	0	0	0	0	0	0	1	1	0x0001	65535	0	255	255	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	2	8	1	1	0.5	1	6	739
A	529	0x0800000000008001	1737489653.789088678	1737489653.789088678	0.000000000	1	3	eth:ipv6:icmpv6	d0:94:66:ca:f7:57	33:33:00:00:00:02	0x86dd		fe80::d294:66ff:feca:f757	02	"Link-local"	0	ff02::2	10	"Routers Address"	0	58	0x00	1	d0:94:66:ca:f7:57_33:33:00:00:00:02_1	DellInc,US_IPv6Multi	0	unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0x0001	65535	0	255	255	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x01	1	0x00000020_0x00000000_0x0001	0x00000000	0	0	1	3	1	3	3	3	0	4198402
A	530	0x0400000000004000	1737489653.867963726	1737489653.867971633	0.000007907	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	60756	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	72	179	36	36	36	0	0	7.907e-06	3.9535e-06	2.795546e-06	252940.5	9105856	0	-0.4262948	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000593024	0.05038848	0.02549075	0.01760535	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	240	240	2.580645	1	16183	1915274
B	530	0x0400000000004001	1737489653.868564641	1737489653.918360118	0.049795477	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	60756	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	179	72	84	95	89.5	3.889087	0	0.04979547	0.02489774	0.01760536	40.16429	3594.704	0	0.4262948	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.02549075	0.01760535	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	239	239	239	1	665	77428
A	531	0x0400000000004000	1737489653.924942714	1737489653.924952626	0.000009912	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	39183	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	70	202	35	35	35	0	0	9.912e-06	4.956e-06	3.504421e-06	201775.6	7062147	0	-0.4852941	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000518592	0.000622016	0.000570304	3.656593e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	238	238	2.55914	1	16183	1915274
B	531	0x0400000000004001	1737489653.925471211	1737489653.925574672	0.000103461	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	39183	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	202	70	83	119	101	12.72792	0	0.000103461	5.17305e-05	3.657899e-05	19330.96	1952426	0	0.4852941	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000570304	3.656593e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	237	237	237	1	665	77428
A	532	0x0400000000004000	1737489653.971385370	1737489653.971393833	0.000008463	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	47463	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	72	204	36	36	36	0	0	8.463e-06	4.2315e-06	2.992122e-06	236322.8	8507621	0	-0.4782609	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000554624	0.000631744	0.000593184	2.726601e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	236	236	2.537634	1	16183	1915274
B	532	0x0400000000004001	1737489653.971948485	1737489653.972025591	0.000077106	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	47463	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	204	72	84	120	102	12.72792	0	7.7106e-05	3.8553e-05	2.726109e-05	25938.32	2645708	0	0.4782609	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000593184	2.726601e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	235	235	235	1	665	77428
