%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt
A	497	0x0400000000004000	1737489650.387505294	1737489650.387506718	0.000001424	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	60810	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	76	342	38	38	38	0	0	1.424e-06	7.12e-07	5.0346e-07	1404494	5.337079e+07	0	-0.6363636	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.001179328	0.001328736	0.001254032	5.282375e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	286	286	3.075269	1	16183	1915274
B	497	0x0400000000004001	1737489650.388686063	1737489650.388835458	0.000149395	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	60810	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	342	76	147	195	171	16.97056	0	0.000149395	7.46975e-05	5.281911e-05	13387.33	2289233	0	0.6363636	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.001254032	5.282375e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	285	285	285	1	665	77428
A	496	0x0400000000004000	1737489650.387498363	1737489650.387522342	0.000023979	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	44443	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	78	122	39	39	39	0	0	2.3979e-05	1.19895e-05	8.477858e-06	83406.31	3252846	0	-0.22	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000659552	0.001214496	0.000937024	0.0001962023	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	284	284	3.053763	1	16183	1915274
B	496	0x0400000000004001	1737489650.388181874	1737489650.388736843	0.000554969	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	44443	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	122	78	55	67	61	4.24264	0	0.000554969	0.0002774845	0.0001962112	3603.805	219832.1	0	0.22	0x0001	5	5	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000937024	0.0001962023	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	283	283	283	1	665	77428
A	498	0x0400000000004000	1737489650.387518861	1737489650.387523936	0.000005075	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	54381	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	56	210	28	28	28	0	0	5.075e-06	2.5375e-06	1.794283e-06	394088.7	1.103448e+07	0	-0.5789474	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.0504504	0.05814707	0.05429874	0.002721185	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	282	282	3.032258	1	16183	1915274
B	498	0x0400000000004001	1737489650.437974345	1737489650.445670993	0.007696648	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	54381	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	210	56	97	113	105	5.656854	0	0.007696648	0.003848324	0.002721176	259.8534	27284.6	0	0.5789474	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05429874	0.002721185	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	281	281	281	1	665	77428
A	499	0x0400000000004000	1737489650.387564957	1737489650.387571260	0.000006303	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	40763	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	70	114	35	35	35	0	0	6.303e-06	3.1515e-06	2.228447e-06	317309.2	1.110582e+07	0	-0.2391304	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000963968	0.001347168	0.001155568	0.0001354816	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	280	280	3.010753	1	16183	1915274
B	499	0x0400000000004001	1737489650.388535221	1737489650.388918427	0.000383206	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	40763	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	114	70	51	63	57	4.24264	0	0.000383206	0.000191603	0.0001354838	5219.125	297490.1	0	0.2391304	0x0001	7	7	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.001155568	0.0001354816	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	279	279	279	1	665	77428
A	500	0x0400000000004000	1737489650.387604279	1737489650.387610756	0.000006477	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	34258	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	56	280	28	28	28	0	0	6.477e-06	3.2385e-06	2.289965e-06	308784.9	8645978	0	-0.6666667	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.00122464	0.0012384	0.00123152	4.864915e-06	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	278	278	2.989247	1	16183	1915274
B	500	0x0400000000004001	1737489650.388835390	1737489650.388849142	0.000013752	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	34258	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	280	56	117	163	140	16.26346	0	1.3752e-05	6.876e-06	4.862066e-06	145433.4	2.036067e+07	0	0.6666667	0x0001	2	2	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.00123152	4.864915e-06	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	277	277	277	1	665	77428
A	501	0x0400000000004000	1737489650.387613957	1737489650.387622493	0.000008536	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	34909	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	72	168	36	36	36	0	0	8.536e-06	4.268e-06	3.017932e-06	234301.8	8434864	0	-0.4	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.001386496	0.001481504	0.001434	3.359038e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	276	276	2.967742	1	16183	1915274
B	501	0x0400000000004001	1737489650.389008989	1737489650.389104016	0.000095027	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	34909	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	168	72	78	90	84	4.24264	0	9.5027e-05	4.75135e-05	3.359712e-05	21046.65	1767919	0	0.4	0x0001	2	2	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.001434	3.359038e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	275	275	275	1	665	77428
A	502	0x0400000000004000	1737489650.387684623	1737489650.387689272	0.000004649	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	35344	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	86	130	43	43	43	0	0	4.649e-06	2.3245e-06	1.64367e-06	430200.1	1.84986e+07	0	-0.2037037	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.001406272	0.001484096	0.001445184	2.751498e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	274	274	2.946237	1	16183	1915274
B	502	0x0400000000004001	1737489650.389095561	1737489650.389173384	0.000077823	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	35344	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	130	86	59	71	65	4.24264	0	7.7823e-05	3.89115e-05	2.751459e-05	25699.34	1670457	0	0.2037037	0x0001	3	3	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.001445184	2.751498e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	273	273	273	1	665	77428
A	504	0x0400000000004000	1737489650.849310298	1737489650.849318097	0.000007799	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	33377	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	56	271	28	28	28	0	0	7.799e-06	3.8995e-06	2.757363e-06	256443.1	7180408	0	-0.6574923	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.00068224	0.000773056	0.000727648	3.210828e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	272	272	2.924731	1	16183	1915274
B	504	0x0400000000004001	1737489650.850000350	1737489650.850091147	0.000090797	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	33377	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	271	56	113	158	135.5	15.9099	0	9.0797e-05	4.53985e-05	3.210159e-05	22027.16	2984680	0	0.6574923	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000727648	3.210828e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	271	271	271	1	665	77428
A	505	0x0400000000004000	1737489650.888197732	1737489650.888208487	0.000010755	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	44903	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	66	242	33	33	33	0	0	1.0755e-05	5.3775e-06	3.802467e-06	185960	6136680	0	-0.5714286	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.05276115	0.05312557	0.05294336	0.0001288403	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	270	270	2.903226	1	16183	1915274
B	505	0x0400000000004001	1737489650.940969682	1737489650.941334055	0.000364373	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	44903	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	242	66	97	145	121	16.97056	0	0.000364373	0.0001821865	0.0001288253	5488.881	664154.6	0	0.5714286	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05294336	0.0001288403	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	269	269	269	1	665	77428
A	506	0x0400000000004000	1737489650.890448974	1737489650.890456785	0.000007811	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	56182	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	74	526	37	37	37	0	0	7.811e-06	3.9055e-06	2.761605e-06	256049.2	9473819	0	-0.7533333	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.05432205	0.0609545	0.05763827	0.002344924	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	268	268	2.881721	1	16183	1915274
B	506	0x0400000000004001	1737489650.944778803	1737489650.951411274	0.006632471	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	56182	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	526	74	183	343	263	56.56854	0	0.006632471	0.003316235	0.002344933	301.5468	79306.79	0	0.7533333	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05763827	0.002344924	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	267	267	267	1	665	77428
A	507	0x0400000000004000	1737489651.413103923	1737489651.413103923	0.000000000	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	55783	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_1	DellInc,US_-	53	domain	1	1	33	117	33	33	33	0	0	0	0	0	0	0	0	-0.56	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000624576	0.000624576	0.000624576	0.000624576	0	0.000624576	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	266	266	2.860215	1	16183	1915274
B	507	0x0400000000004001	1737489651.413728501	1737489651.413728501	0.000000000	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	55783	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_1	-_DellInc,US	53	domain	1	1	117	33	117	117	117	0	0	0	0	0	0	0	0	0.56	0x0001	65535	0	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000624576	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	265	265	265	1	665	77428
A	511	0x0400000000004000	1737489651.488795693	1737489651.488795693	0.000000000	1	3	eth:ipv4:udp	a0:d3:c1:6a:08:32	ff:ff:ff:ff:ff:ff	0x0800		10.49.6.72	04	"Private network"	138	10.49.255.255	04	"Private network"	138	17	0x00	1	a0:d3:c1:6a:08:32_ff:ff:ff:ff:ff:ff_1	HewlettPa,US_Broadcast	138	netbios-dgm	1	0	201	0	201	201	201	0	0	0	0	0	0	0	1	1	0x0001	65535	0	128	128	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	2	6	1	1	0.5	1	8	257
A	512	0x0400000000004000	1737489651.521143873	1737489651.521151568	0.000007695	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	35327	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	68	514	34	34	34	0	0	7.695e-06	3.8475e-06	2.720593e-06	259909	8836907	0	-0.766323	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.05422669	4.192357	2.123292	1.46305	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	264	264	2.83871	1	16183	1915274
B	512	0x0400000000004001	1737489651.575378238	1737489655.713508273	4.138130035	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	35327	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	514	68	177	337	257	56.56854	0	4.13813	2.069065	1.46305	0.4833101	124.2107	0	0.766323	0x0001	29	29	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	2.123292	1.46305	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	263	263	263	1	665	77428
A	513	0x0400000000004000	1737489651.539479407	1737489651.539489504	0.000010097	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	52018	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	86	130	43	43	43	0	0	1.0097e-05	5.0485e-06	3.569829e-06	198078.6	8517381	0	-0.2037037	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.00047584	0.000567936	0.000521888	3.256083e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	262	262	2.817204	1	16183	1915274
B	513	0x0400000000004001	1737489651.539965398	1737489651.540057449	0.000092051	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	52018	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	130	86	59	71	65	4.24264	0	9.2051e-05	4.60255e-05	3.254494e-05	21727.09	1412261	0	0.2037037	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000521888	3.256083e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	93	261	261	261	1	665	77428
A	514	0x0400000000004000	1737489651.555554341	1737489651.555567223	0.000012882	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	60154	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	68	524	34	34	34	0	0	1.2882e-05	6.441e-06	4.554475e-06	155255.4	5278684	0	-0.7702703	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.05561504	0.05903866	0.05732685	0.001210431	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	93	1	260	260	2.795699	1	16183	1915274
